Death_sex,Death_age_Under_1,Death_age_1,Death_age_2,Death_age_3,Death_age_4,Death_age_5,Death_age_6,Death_age_7,Death_age_8,Death_age_9,Death_age_10,Death_age_11,Death_age_12,Death_age_13,Death_age_14,Death_age_15,Death_age_16,Death_age_17,Death_age_18,Death_age_19,Death_age_20,Death_age_21,Death_age_22,Death_age_23,Death_age_24,Death_age_25,Death_age_26,Death_age_27,Death_age_28,Death_age_29,Death_age_30,Death_age_31,Death_age_32,Death_age_33,Death_age_34,Death_age_35,Death_age_36,Death_age_37,Death_age_38,Death_age_39,Death_age_40,Death_age_41,Death_age_42,Death_age_43,Death_age_44,Death_age_45,Death_age_46,Death_age_47,Death_age_48,Death_age_49,Death_age_50,Death_age_51,Death_age_52,Death_age_53,Death_age_54,Death_age_55,Death_age_56,Death_age_57,Death_age_58,Death_age_59,Death_age_60,Death_age_61,Death_age_62,Death_age_63,Death_age_64,Death_age_65,Death_age_66,Death_age_67,Death_age_68,Death_age_69,Death_age_70,Death_age_71,Death_age_72,Death_age_73,Death_age_74,Death_age_75,Death_age_76,Death_age_77,Death_age_78,Death_age_79,Death_age_80,Death_age_81,Death_age_82,Death_age_83,Death_age_84,Death_age_85,Death_age_86,Death_age_87,Death_age_88,Death_age_89,Death_age_90_and_above,Death_age_Total,Township,MIMU_code
 Female,23,6,-,2,2,3,1,-,2,1,-,1,1,2,2,-,-,2,1,-,-,-,-,-,-,7,3,-,1,1,2,-,1,-,-,4,1,2,1,-,3,2,3,3,1,4,2,1,2,-,4,-,3,4,-,4,3,5,2,-,4,2,3,1,2,5,3,2,3,3,6,1,2,4,5,6,4,2,4,1,4,2,1,5,5,2,2,1,2,2,7,214,Minbya,MMR012005
 Total,48,12,1,2,6,3,1,4,4,2,-,3,2,3,3,3,1,2,4,-,1,2,3,1,-,11,4,3,3,2,6,1,3,-,1,8,1,3,4,1,5,4,6,5,1,7,4,3,8,4,7,1,8,8,2,9,3,13,5,3,8,7,8,3,4,12,5,8,5,5,14,4,4,13,8,14,5,4,8,3,5,9,2,7,11,7,4,3,2,2,12,474,Minbya,MMR012005
 Male,33,10,1,4,-,1,1,3,4,3,1,-,1,1,-,-,-,-,1,1,3,3,2,3,2,5,1,-,4,-,1,1,2,2,3,4,1,5,4,1,3,3,1,4,6,7,1,3,6,1,4,1,1,4,4,2,5,4,5,5,5,4,8,1,3,2,6,3,3,-,7,4,5,8,4,7,3,5,7,-,2,6,4,3,1,7,1,3,2,2,5,303,Myebon,MMR012006
 Female,26,8,4,2,3,3,1,2,-,-,1,1,-,1,-,-,3,1,1,-,2,1,-,-,1,3,1,-,-,3,2,2,3,-,1,4,2,1,3,1,2,3,1,2,2,4,-,-,3,2,1,-,1,1,3,5,2,1,1,1,2,1,1,2,1,3,-,3,5,1,2,1,5,4,4,7,-,1,4,3,6,2,2,2,1,3,1,1,-,-,6,196,Myebon,MMR012006
 Total,59,18,5,6,3,4,2,5,4,3,2,1,1,2,-,-,3,1,2,1,5,4,2,3,3,8,2,-,4,3,3,3,5,2,4,8,3,6,7,2,5,6,2,6,8,11,1,3,9,3,5,1,2,5,7,7,7,5,6,6,7,5,9,3,4,5,6,6,8,1,9,5,10,12,8,14,3,6,11,3,8,8,6,5,2,10,2,4,2,2,11,499,Myebon,MMR012006
 Male,22,7,2,4,1,2,2,1,-,1,-,1,-,-,-,1,1,-,1,1,1,1,1,-,-,-,-,1,2,-,1,-,-,2,1,-,2,1,3,-,-,1,4,-,3,1,-,2,1,2,2,-,1,-,2,4,4,-,1,-,5,-,1,2,-,-,2,1,1,-,-,1,1,-,-,-,1,1,-,-,1,3,-,-,1,-,-,-,1,-,1,114,Maungtaw,MMR012009
 Female,14,4,1,2,4,-,1,-,-,1,-,-,-,-,-,-,-,1,-,1,1,-,1,-,-,1,-,2,1,-,-,1,-,2,-,-,1,-,1,-,-,-,2,-,1,1,-,-,3,-,-,1,-,2,-,-,1,2,-,-,2,1,1,-,-,-,2,2,-,1,-,1,1,4,1,-,1,-,1,-,-,-,2,-,1,-,-,1,2,1,3,81,Maungtaw,MMR012009
 Total,36,11,3,6,5,2,3,1,-,2,-,1,-,-,-,1,1,1,1,2,2,1,2,-,-,1,-,3,3,-,1,1,-,4,1,-,3,1,4,-,-,1,6,-,4,2,-,2,4,2,2,1,1,2,2,4,5,2,1,-,7,1,2,2,-,-,4,3,1,1,-,2,2,4,1,-,2,1,1,-,1,3,2,-,2,-,-,1,3,1,4,195,Maungtaw,MMR012009
 Male,15,7,4,3,1,1,1,1,-,2,2,-,-,-,2,-,2,1,1,-,-,1,1,2,1,-,-,2,2,-,-,-,1,1,-,3,1,-,1,-,4,-,-,3,4,3,-,5,2,-,2,-,4,1,2,2,2,2,2,-,2,-,3,1,1,4,3,2,-,-,3,-,-,1,-,2,1,-,1,-,2,1,1,-,3,1,1,1,1,1,2,135,Buthidaung,MMR012010
 Female,13,5,-,1,2,1,-,3,1,-,4,1,1,-,-,1,-,-,-,-,1,2,1,1,-,1,-,1,1,-,1,-,-,-,2,2,2,1,-,1,-,-,2,-,-,2,-,-,3,-,1,-,3,-,-,1,-,1,-,1,3,-,1,-,-,1,-,-,1,-,1,-,1,-,-,2,1,2,-,1,4,1,-,-,-,1,-,1,-,-,2,87,Buthidaung,MMR012010
 Total,28,12,4,4,3,2,1,4,1,2,6,1,1,-,2,1,2,1,1,-,1,3,2,3,1,1,-,3,3,-,1,-,1,1,2,5,3,1,1,1,4,-,2,3,4,5,-,5,5,-,3,-,7,1,2,3,2,3,2,1,5,-,4,1,1,5,3,2,1,-,4,-,1,1,-,4,2,2,1,1,6,2,1,-,3,2,1,2,1,1,4,222,Buthidaung,MMR012010
 Male,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,Taungpyoletwe(ST),MMR012009
 Female,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,Taungpyoletwe(ST),MMR012009
 Total,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,6,Taungpyoletwe(ST),MMR012009
 Male,17,2,-,3,1,2,1,2,3,-,3,1,-,3,-,2,1,-,2,4,2,1,2,1,2,7,2,1,1,6,2,1,4,5,-,4,4,3,4,3,9,8,8,4,10,10,4,7,4,4,-,2,3,5,5,1,5,1,4,6,4,1,-,9,6,9,4,2,6,4,11,1,3,8,7,17,6,8,10,6,10,4,9,5,13,2,6,8,7,1,6,395,Kyaukpyu,MMR012011
 Female,20,1,2,2,1,-,1,4,1,1,1,-,2,-,-,1,-,3,1,2,1,-,1,1,1,-,-,3,1,-,2,1,3,2,-,1,2,1,3,2,1,3,7,3,3,2,-,5,4,-,4,2,5,5,6,6,3,3,4,2,7,2,2,5,5,7,4,5,7,3,7,4,5,7,4,8,3,5,4,3,6,3,10,11,8,8,1,6,4,3,9,302,Kyaukpyu,MMR012011
 Total,37,3,2,5,2,2,2,6,4,1,4,1,2,3,-,3,1,3,3,6,3,1,3,2,3,7,2,4,2,6,4,2,7,7,-,5,6,4,7,5,10,11,15,7,13,12,4,12,8,4,4,4,8,10,11,7,8,4,8,8,11,3,2,14,11,16,8,7,13,7,18,5,8,15,11,25,9,13,14,9,16,7,19,16,21,10,7,14,11,4,15,697,Kyaukpyu,MMR012011
 Male,4,2,-,-,-,1,1,1,-,1,1,-,-,-,4,2,-,-,1,1,-,1,-,-,-,1,-,-,3,1,1,1,-,-,-,2,3,2,4,3,3,1,3,3,2,-,3,4,5,1,4,2,-,2,1,2,5,2,3,4,8,2,2,4,6,2,3,5,7,5,6,4,4,5,4,11,-,3,11,2,8,4,4,2,5,5,2,2,4,5,10,236,Mannaung,MMR017011
 Female,2,-,-,1,-,-,-,-,-,-,1,1,-,1,-,-,1,-,-,-,-,2,-,-,-,-,-,-,1,-,-,1,-,1,-,-,1,-,2,-,1,3,-,-,-,5,-,-,-,2,3,1,-,-,2,1,3,-,1,2,4,3,3,1,3,1,1,1,4,1,2,1,5,4,6,7,6,-,8,1,9,2,6,4,4,6,3,3,4,1,25,168,Mannaung,MMR017011
 Total,6,2,-,1,-,1,1,1,-,1,2,1,-,1,4,2,1,-,1,1,-,3,-,-,-,1,-,-,4,1,1,2,-,1,-,2,4,2,6,3,4,4,3,3,2,5,3,4,5,3,7,3,-,2,3,3,8,2,4,6,12,5,5,5,9,3,4,6,11,6,8,5,9,9,10,18,6,3,19,3,17,6,10,6,9,11,5,5,8,6,35,404,Mannaung,MMR017011
 Male,5,-,-,-,1,-,-,-,-,1,1,3,-,1,1,2,1,-,1,3,2,-,1,-,1,2,-,1,1,2,5,2,3,1,5,-,3,-,5,-,3,3,5,5,3,6,2,3,5,2,4,1,6,3,4,2,5,3,5,2,5,2,9,2,3,6,5,5,5,4,9,2,6,1,11,12,5,2,6,4,7,4,8,9,9,6,6,5,5,-,19,308,Yanbye,MMR012013
 Female,7,1,-,-,-,1,-,1,-,1,-,-,1,-,2,-,-,3,2,-,-,2,-,1,-,-,1,-,1,-,-,-,-,1,-,3,-,-,2,1,1,4,-,1,1,3,2,2,3,1,4,4,1,2,2,3,3,2,5,1,2,4,2,2,3,9,-,4,2,1,5,1,2,5,6,8,3,7,14,3,13,4,10,4,11,9,8,1,2,3,24,248,Yanbye,MMR012013
 Total,12,1,-,-,1,1,-,1,-,2,1,3,1,1,3,2,1,3,3,3,2,2,1,1,1,2,1,1,2,2,5,2,3,2,5,3,3,-,7,1,4,7,5,6,4,9,4,5,8,3,8,5,7,5,6,5,8,5,10,3,7,6,11,4,6,15,5,9,7,5,14,3,8,6,17,20,8,9,20,7,20,8,18,13,20,15,14,6,7,3,43,556,Yanbye,MMR012013
 Male,45,10,6,6,2,4,2,-,1,2,1,1,-,-,-,1,1,4,2,3,2,-,1,3,1,2,1,1,1,-,2,-,1,-,1,4,-,4,2,1,4,4,2,1,2,3,4,-,5,4,4,1,3,2,-,8,4,2,4,-,2,2,3,2,1,1,3,3,4,2,8,1,5,4,2,2,3,3,4,-,7,1,1,1,3,2,2,1,-,1,5,254,An,MMR012014
 Female,38,4,3,1,2,-,1,1,1,2,1,2,1,1,-,2,1,-,2,2,-,2,1,1,-,1,1,1,-,1,2,-,1,1,1,1,1,-,-,4,5,1,2,1,2,1,-,-,4,1,1,1,1,1,-,6,-,3,1,-,-,-,1,4,-,2,2,3,1,-,7,1,4,1,2,1,2,1,3,-,1,3,3,1,2,2,2,-,1,1,3,169,An,MMR012014
 Total,83,14,9,7,4,4,3,1,2,4,2,3,1,1,-,3,2,4,4,5,2,2,2,4,1,3,2,2,1,1,4,-,2,1,2,5,1,4,2,5,9,5,4,2,4,4,4,-,9,5,5,2,4,3,-,14,4,5,5,-,2,2,4,6,1,3,5,6,5,2,15,2,9,5,4,3,5,4,7,-,8,4,4,2,5,4,4,1,1,2,8,423,An,MMR012014
 Male,21,5,1,1,-,4,-,1,-,-,1,1,-,1,-,2,-,4,2,1,-,1,3,1,-,-,-,2,-,3,5,7,2,5,1,8,5,3,9,6,6,9,12,4,5,8,8,9,8,8,6,3,7,8,7,2,3,6,1,4,9,4,6,9,5,12,8,9,11,2,12,2,13,9,5,15,13,2,9,-,8,9,8,9,6,16,8,2,4,4,22,481,Thandwe,MMR012015
 Female,23,2,1,2,1,1,1,-,-,-,-,1,1,-,1,-,-,2,-,1,-,-,2,-,1,3,-,2,3,-,1,-,2,2,-,3,4,1,3,3,1,4,7,-,2,-,3,2,2,1,2,2,2,1,2,3,2,1,6,2,3,1,5,3,4,7,4,6,3,2,7,2,5,5,2,11,7,1,7,3,9,8,10,11,6,18,14,4,3,3,30,316,Thandwe,MMR012015
 Total,44,7,2,3,1,5,1,1,-,-,1,2,1,1,1,2,-,6,2,2,-,1,5,1,1,3,-,4,3,3,6,7,4,7,1,11,9,4,12,9,7,13,19,4,7,8,11,11,10,9,8,5,9,9,9,5,5,7,7,6,12,5,11,12,9,19,12,15,14,4,19,4,18,14,7,26,20,3,16,3,17,17,18,20,12,34,22,6,7,7,52,797,Thandwe,MMR012015
 Male,22,4,1,1,-,1,4,-,-,1,1,-,1,1,1,1,-,-,-,-,1,1,-,2,1,4,2,2,5,5,1,5,2,5,7,6,1,5,3,3,2,4,10,4,1,3,2,6,3,2,4,1,8,5,8,4,4,4,3,1,1,1,5,1,4,7,2,7,6,3,6,6,4,10,3,12,7,3,6,1,7,1,1,4,7,8,2,2,5,5,15,331,Toungup,MMR012016
 Female,10,-,-,1,2,1,-,-,-,1,-,1,1,-,1,-,-,-,2,-,1,2,2,-,-,1,2,-,-,1,2,-,1,1,-,1,-,2,-,2,1,1,7,3,-,5,2,1,3,-,2,3,2,4,1,2,3,-,4,-,2,3,6,-,7,2,4,6,2,1,6,6,2,5,3,14,3,2,12,1,9,6,5,9,6,8,6,4,3,7,16,248,Toungup,MMR012016
 Total,32,4,1,2,2,2,4,-,-,2,1,1,2,1,2,1,-,-,2,-,2,3,2,2,1,5,4,2,5,6,3,5,3,6,7,7,1,7,3,5,3,5,17,7,1,8,4,7,6,2,6,4,10,9,9,6,7,4,7,1,3,4,11,1,11,9,6,13,8,4,12,12,6,15,6,26,10,5,18,2,16,7,6,13,13,16,8,6,8,12,31,579,Toungup,MMR012016
 Male,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,2,-,2,-,1,-,-,-,6,-,-,-,4,-,2,2,-,2,1,1,-,4,2,3,1,2,2,3,1,4,1,3,3,-,1,3,-,3,-,2,-,2,2,-,5,3,3,4,-,3,-,5,2,1,6,2,-,6,2,2,2,2,-,1,2,1,1,-,2,5,136,Gwa,MMR012017
 Female,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,1,1,1,1,-,1,-,-,1,1,-,-,-,1,-,-,4,3,-,2,2,-,1,1,1,3,1,1,1,-,5,1,-,1,2,-,1,-,3,1,-,1,1,-,3,1,3,4,3,5,3,2,1,2,6,1,5,5,2,2,4,6,3,-,8,124,Gwa,MMR012017
 Total,17,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,2,1,2,-,2,1,1,1,7,-,1,-,4,1,3,2,-,2,2,1,-,8,5,3,3,4,2,4,2,5,4,4,4,1,1,8,1,3,1,4,-,3,2,3,6,3,4,5,-,6,1,8,6,4,11,5,2,7,4,8,3,7,5,3,4,5,7,3,2,13,260,Gwa,MMR012017
 Male,7,4,1,1,1,-,-,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,2,1,-,1,-,2,1,1,-,1,1,1,-,1,1,-,-,1,1,2,2,2,1,4,-,-,3,-,-,1,2,-,-,1,2,1,3,2,1,-,2,2,1,2,1,1,4,-,1,-,1,-,-,4,1,2,-,1,3,90,Maei(ST),MMR012016
 Female,6,-,1,-,-,-,-,-,-,-,-,1,1,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,1,1,1,1,1,-,1,1,1,-,-,-,1,1,1,-,1,-,2,-,1,-,1,1,3,-,-,1,-,-,1,1,-,-,1,-,1,-,-,1,1,-,1,-,1,2,2,2,1,1,1,-,4,1,2,1,2,1,1,-,-,-,4,66,Maei(ST),MMR012016
 Total,13,4,2,1,1,-,-,1,-,-,-,1,1,-,2,1,-,1,-,-,-,-,1,-,-,-,-,-,3,1,3,2,3,1,1,2,1,2,1,1,1,2,2,1,1,1,3,-,1,1,2,3,5,2,1,5,-,-,4,1,-,1,3,-,1,1,2,2,4,2,2,-,3,4,3,4,2,2,5,-,5,1,3,1,2,5,2,2,-,1,7,156,Maei(ST),MMR012016
 Male,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,1,1,2,3,-,1,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,1,1,-,2,1,3,-,-,1,3,1,1,-,2,-,2,-,1,-,3,6,1,2,2,1,1,1,3,-,2,2,1,3,-,-,6,73,Kyeintali(ST),MMR012017
 Female,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,2,1,-,-,-,-,2,1,-,-,-,-,-,-,2,4,-,1,-,2,-,1,-,1,1,4,2,-,-,1,-,2,1,1,1,-,2,7,49,Kyeintali(ST),MMR012017
 Total,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,1,-,2,2,1,-,-,1,1,2,3,-,2,-,-,-,-,1,-,1,1,-,1,4,1,1,-,-,2,1,1,1,-,2,3,4,-,-,1,3,1,1,2,6,-,3,-,3,-,4,6,2,3,6,3,1,1,4,-,4,3,2,4,-,2,13,122,Kyeintali(ST),MMR012017
 Male,18,5,3,2,3,-,3,1,2,-,2,2,1,3,2,1,1,1,2,2,4,3,2,4,3,9,6,8,7,7,7,10,9,12,6,16,14,18,14,14,11,14,20,17,9,18,17,11,19,16,10,9,17,14,11,12,16,10,22,13,17,5,10,6,15,19,9,17,16,8,7,7,7,13,10,10,17,10,13,12,10,8,14,10,6,7,9,4,6,4,14,833,Insein,MMR013001
 Female,11,7,4,2,-,3,-,1,1,3,-,1,1,1,2,2,-,-,2,2,1,2,3,2,4,2,2,1,4,2,2,3,4,4,-,3,2,4,2,3,3,3,7,4,3,5,7,3,9,13,7,7,5,7,9,3,8,4,14,14,5,7,10,7,12,11,8,15,7,4,7,6,11,13,12,14,11,9,14,8,20,15,7,10,11,6,13,10,5,4,33,553,Insein,MMR013001
 Total,29,12,7,4,3,3,3,2,3,3,2,3,2,4,4,3,1,1,4,4,5,5,5,6,7,11,8,9,11,9,9,13,13,16,6,19,16,22,16,17,14,17,27,21,12,23,24,14,28,29,17,16,22,21,20,15,24,14,36,27,22,12,20,13,27,30,17,32,23,12,14,13,18,26,22,24,28,19,27,20,30,23,21,20,17,13,22,14,11,8,47,1386,Insein,MMR013001
 Male,30,3,1,3,-,3,1,-,2,1,1,-,1,2,2,-,-,1,1,-,6,2,3,7,8,3,6,11,5,9,8,10,9,14,9,16,6,10,15,6,19,12,13,11,12,13,18,21,15,11,17,8,17,23,14,8,18,6,13,5,14,7,8,8,13,11,6,13,8,6,14,15,7,7,12,10,12,3,15,9,12,6,2,5,4,6,5,2,3,-,4,736,Mingaladon,MMR013002
 Female,16,4,3,2,1,-,1,-,-,1,-,1,-,-,-,2,1,1,1,2,2,3,1,2,1,4,4,2,2,2,-,3,6,1,2,3,4,2,1,5,5,2,2,6,4,6,8,3,6,9,2,4,8,8,4,4,10,12,9,6,7,7,5,10,8,6,8,9,9,7,8,7,8,12,13,9,8,3,8,5,17,5,5,6,4,5,5,4,2,3,26,443,Mingaladon,MMR013002
 Total,46,7,4,5,1,3,2,-,2,2,1,1,1,2,2,2,1,2,2,2,8,5,4,9,9,7,10,13,7,11,8,13,15,15,11,19,10,12,16,11,24,14,15,17,16,19,26,24,21,20,19,12,25,31,18,12,28,18,22,11,21,14,13,18,21,17,14,22,17,13,22,22,15,19,25,19,20,6,23,14,29,11,7,11,8,11,10,6,5,3,30,1179,Mingaladon,MMR013002
 Male,51,9,3,3,2,3,2,1,1,1,-,1,3,2,1,1,5,2,1,3,2,6,-,3,3,9,8,7,6,9,10,5,11,12,12,10,9,10,11,10,10,11,13,9,15,13,6,11,14,13,12,10,12,9,12,11,6,10,13,10,8,8,10,8,10,9,12,15,8,7,7,11,7,8,9,13,4,4,15,5,9,4,2,7,8,6,5,1,1,4,13,706,Hmawby,MMR013003
 Female,27,3,4,3,6,3,-,1,-,1,-,1,2,1,-,1,1,1,2,-,1,3,3,1,2,5,3,2,1,-,2,6,-,3,3,3,1,1,7,4,5,3,8,3,3,9,5,4,4,4,5,2,9,4,9,6,2,3,10,6,4,6,2,9,4,3,6,9,10,4,8,7,5,6,8,8,11,5,12,6,8,5,8,4,3,5,3,6,2,4,22,415,Hmawby,MMR013003
 Total,78,12,7,6,8,6,2,2,1,2,-,2,5,3,1,2,6,3,3,3,3,9,3,4,5,14,11,9,7,9,12,11,11,15,15,13,10,11,18,14,15,14,21,12,18,22,11,15,18,17,17,12,21,13,21,17,8,13,23,16,12,14,12,17,14,12,18,24,18,11,15,18,12,14,17,21,15,9,27,11,17,9,10,11,11,11,8,7,3,8,35,1121,Hmawby,MMR013003
 Male,51,7,4,2,1,2,2,1,-,1,-,-,-,3,2,2,1,1,4,4,1,4,4,4,4,5,8,8,7,5,9,4,12,7,3,11,11,11,12,9,5,8,8,20,13,14,13,7,17,11,14,10,19,16,12,15,11,6,12,15,17,16,9,6,10,9,10,7,9,6,13,3,7,6,12,14,7,6,9,1,4,5,2,7,7,2,2,3,5,6,14,707,Hlegu,MMR013004
 Female,39,6,2,4,1,4,2,1,1,1,2,3,2,1,-,1,3,4,1,-,2,1,1,1,4,7,4,1,2,3,3,1,7,1,2,4,1,3,-,2,2,2,3,2,3,3,5,8,3,2,9,6,5,7,5,3,4,5,9,3,4,-,10,7,11,8,9,6,10,5,5,6,6,7,10,12,10,3,7,1,9,7,10,7,2,2,3,6,1,6,10,417,Hlegu,MMR013004
 Total,90,13,6,6,2,6,4,2,1,2,2,3,2,4,2,3,4,5,5,4,3,5,5,5,8,12,12,9,9,8,12,5,19,8,5,15,12,14,12,11,7,10,11,22,16,17,18,15,20,13,23,16,24,23,17,18,15,11,21,18,21,16,19,13,21,17,19,13,19,11,18,9,13,13,22,26,17,9,16,2,13,12,12,14,9,4,5,9,6,12,24,1124,Hlegu,MMR013004
 Male,60,6,3,1,2,2,2,2,4,1,1,2,1,1,3,1,3,1,1,3,2,3,1,5,3,5,6,6,3,4,13,8,10,14,10,14,4,8,13,7,11,7,18,16,13,10,10,7,16,11,21,13,17,15,11,22,19,6,17,14,10,10,5,19,14,12,13,12,4,2,12,9,6,10,6,25,23,6,9,3,13,8,11,8,11,6,8,4,4,2,17,815,Taikkyi,MMR013005
 Female,45,7,1,5,2,1,-,1,-,1,3,-,1,-,1,2,3,2,4,1,-,-,2,2,4,2,3,3,-,2,2,4,-,3,5,3,4,2,3,5,7,2,3,4,2,3,4,4,8,-,6,4,5,6,7,9,4,7,6,6,8,7,6,8,10,10,4,10,5,3,10,6,8,10,10,23,9,7,11,7,14,9,13,10,14,10,7,5,1,8,35,524,Taikkyi,MMR013005
 Total,105,13,4,6,4,3,2,3,4,2,4,2,2,1,4,3,6,3,5,4,2,3,3,7,7,7,9,9,3,6,15,12,10,17,15,17,8,10,16,12,18,9,21,20,15,13,14,11,24,11,27,17,22,21,18,31,23,13,23,20,18,17,11,27,24,22,17,22,9,5,22,15,14,20,16,48,32,13,20,10,27,17,24,18,25,16,15,9,5,10,52,1339,Taikkyi,MMR013005
 Male,30,1,2,4,-,1,-,-,-,1,-,-,-,1,5,1,2,2,2,1,3,1,2,4,2,1,-,2,5,5,5,4,5,3,3,5,5,6,1,4,2,6,10,1,5,7,6,6,8,2,4,6,7,1,7,7,8,4,6,2,6,5,4,9,5,8,7,5,3,4,4,5,3,4,4,7,7,1,4,1,4,3,3,1,4,4,7,2,4,5,7,364,Htantabin,MMR013006
 Female,28,3,1,1,-,-,2,1,1,-,-,-,1,2,-,1,-,1,-,2,2,1,2,-,3,-,3,1,2,-,-,-,2,-,1,1,-,2,1,1,2,1,7,1,3,4,2,1,1,2,1,1,1,5,1,5,4,2,2,2,7,5,2,1,3,6,3,6,4,2,5,2,6,5,10,3,10,6,4,2,3,3,8,3,3,2,5,1,4,2,11,251,Htantabin,MMR013006
 Total,58,4,3,5,-,1,2,1,1,1,-,-,1,3,5,2,2,3,2,3,5,2,4,4,5,1,3,3,7,5,5,4,7,3,4,6,5,8,2,5,4,7,17,2,8,11,8,7,9,4,5,7,8,6,8,12,12,6,8,4,13,10,6,10,8,14,10,11,7,6,9,7,9,9,14,10,17,7,8,3,7,6,11,4,7,6,12,3,8,7,18,615,Htantabin,MMR013006
 Male,44,4,2,1,2,1,3,1,-,1,1,1,1,-,1,1,2,3,6,1,4,5,3,3,1,3,14,7,13,8,6,9,14,13,22,17,20,25,21,11,14,14,20,20,24,11,18,19,17,16,20,17,23,13,20,20,26,17,9,14,9,13,8,14,17,15,25,14,5,8,9,7,13,12,11,24,15,8,12,8,9,10,8,7,17,5,2,4,4,2,14,976,Shwepyitha,MMR013007
 Female,27,6,1,-,1,1,2,-,1,1,-,1,1,-,1,1,1,1,2,1,5,1,3,2,1,4,2,-,2,-,6,5,1,4,5,8,8,3,7,6,2,4,5,8,9,7,4,6,4,4,7,4,16,8,6,6,8,10,6,9,6,14,7,9,12,12,16,12,10,6,6,9,13,15,13,18,6,9,12,5,9,4,14,8,10,6,9,7,6,3,21,562,Shwepyitha,MMR013007
 Total,71,10,3,1,3,2,5,1,1,2,1,2,2,-,2,2,3,4,8,2,9,6,6,5,2,7,16,7,15,8,12,14,15,17,27,25,28,28,28,17,16,18,25,28,33,18,22,25,21,20,27,21,39,21,26,26,34,27,15,23,15,27,15,23,29,27,41,26,15,14,15,16,26,27,24,42,21,17,24,13,18,14,22,15,27,11,11,11,10,5,35,1538,Shwepyitha,MMR013007
 Male,85,14,8,6,3,2,5,4,3,4,1,2,-,6,6,2,4,3,3,9,6,3,6,7,5,9,5,17,20,15,21,24,23,18,34,31,27,14,24,32,30,27,43,27,26,25,29,20,16,15,15,12,29,26,30,17,30,17,24,24,35,24,23,21,8,18,18,14,25,12,15,11,12,14,16,22,15,12,21,11,6,1,14,7,8,5,6,7,2,1,9,1406,Hlinethaya,MMR013008
 Female,68,18,6,5,7,7,2,2,5,2,1,3,1,-,2,4,-,1,3,6,2,2,9,4,10,5,4,7,11,2,13,3,6,14,7,12,4,7,4,7,9,4,10,10,11,9,12,9,9,12,9,12,11,15,14,10,15,14,11,9,15,9,13,14,17,8,22,10,14,2,6,11,6,16,16,18,14,8,13,3,15,7,16,7,3,10,9,9,5,7,24,838,Hlinethaya,MMR013008
 Total,153,32,14,11,10,9,7,6,8,6,2,5,1,6,8,6,4,4,6,15,8,5,15,11,15,14,9,24,31,17,34,27,29,32,41,43,31,21,28,39,39,31,53,37,37,34,41,29,25,27,24,24,40,41,44,27,45,31,35,33,50,33,36,35,25,26,40,24,39,14,21,22,18,30,32,40,29,20,34,14,21,8,30,14,11,15,15,16,7,8,33,2244,Hlinethaya,MMR013008
 Male,13,2,1,1,-,-,1,1,-,-,3,-,-,2,1,-,1,3,-,3,-,1,2,1,4,1,5,3,2,5,2,7,7,7,12,9,6,10,10,8,5,5,12,15,8,9,11,4,7,9,14,8,17,8,11,12,7,13,13,13,4,12,7,12,17,5,9,10,9,2,12,7,7,12,8,13,10,7,13,5,5,5,4,12,11,7,4,6,5,2,19,596,Thingangyun,MMR013009
